domain,keyword_combinations,predefined_title,predefined_answer,severity_tier,action_url
relationships,misunderstanding with a friend has created a massive emotional distance between us or my girlfriend lied to me and i have severe trust issues and jealousy problems or dealing with extreme family friction and my parents are constantly judging me,Interpersonal Conflict Resolution (Ref: P-2046),"-> Clinical Insight: Situational loneliness in college ecosystems is a natural transitional phase, not a permanent reflection of your sociability.
-> Psychological Exercise: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.
-> Actionable Next Step: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.",1,https://university.edu/support/relationships
psychology,i feel like i am about to collapse from academic stress or scared of freezing up during my university examinations and ruining my career scores or i feel super anxious and overwhelmed by my poor grades and low gpa,Cognitive Overload Management (Ref: P-2047),"-> Clinical Insight: Tying personal human value to numerical GPA metrics triggers severe evolutionary threat responses.
-> Psychological Exercise: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.
-> Actionable Next Step: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.",2,https://university.edu/support/psychology
mental_health,i am at my absolute breaking point and feel like i am losing my mind or i feel deeply depressed sad unmotivated and empty inside my room or i am physically collapsing from stress and i cannot cope with reality anymore,Somatic Hyper-Arousal Mitigation (Ref: P-2048),"-> Clinical Insight: Somatic hyper-arousal signals a false survival panic loop within your nervous pathways.
-> Psychological Exercise: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.
-> Actionable Next Step: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.",2,https://university.edu/support/mental_health
relationships,i am feeling left out ghosted and rejected by someone i deeply care about or had a massive toxic fight and argument with my boyfriend and he is ghosting me or misunderstanding with a friend has created a massive emotional distance between us,Communication Disconnection Reframe (Ref: P-2049),"-> Clinical Insight: Interpersonal conflict destabilizes primary social safety nets, immediately activating attachment panic.
-> Psychological Exercise: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.
-> Actionable Next Step: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'",1,https://university.edu/support/relationships
psychology,i am stressed about failing this final presentation and viva tomorrow or i cannot focus on my studies because i feel like an academic imposter who will fail or i am obsessed with my cgpa calculation and perfectionist expectations are killing me,GPA Evaluation Threat Reframe (Ref: P-2050),"-> Clinical Insight: High-stakes academic evaluation creates cognitive interference, temporarily lowering working memory capacity.
-> Psychological Exercise: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.
-> Actionable Next Step: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.",1,https://university.edu/support/psychology
mental_health,i feel deeply depressed sad unmotivated and empty inside my room or everything is spinning and i feel completely detached from my physical body or my chest is tight and i am hyperventilating shaking and panicking right now,Acute Panic Attack Somatic Override (Ref: P-2051),"-> Clinical Insight: Somatic hyper-arousal signals a false survival panic loop within your nervous pathways.
-> Psychological Exercise: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.
-> Actionable Next Step: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.",2,https://university.edu/support/mental_health
relationships,dealing with extreme family friction and my parents are constantly judging me or i am feeling left out ghosted and rejected by someone i deeply care about or my girlfriend lied to me and i have severe trust issues and jealousy problems,Relational Rejection Processing (Ref: P-2052),"-> Clinical Insight: Defensive posturing during an argument stems from an internal need to protect oneself from perceived emotional rejection.
-> Psychological Exercise: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.
-> Actionable Next Step: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.",1,https://university.edu/support/relationships
psychology,i cannot focus on my studies because i feel like an academic imposter who will fail or i am hitting a total wall with my thesis and my mind is blanking out completely or i feel like i am about to collapse from academic stress,Performance Anxiety Regulation (Ref: P-2053),"-> Clinical Insight: High-stakes academic evaluation creates cognitive interference, temporarily lowering working memory capacity.
-> Psychological Exercise: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.
-> Actionable Next Step: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.",2,https://university.edu/support/psychology
mental_health,having an acute panic attack and my heart is racing so fast it scares me or i feel deeply depressed sad unmotivated and empty inside my room or i am having a severe nervous breakdown and mental collapse right now,Severe Overwhelm Crisis Stabilization (Ref: P-2054),"-> Clinical Insight: Somatic hyper-arousal signals a false survival panic loop within your nervous pathways.
-> Psychological Exercise: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.
-> Actionable Next Step: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.",2,https://university.edu/support/mental_health
relationships,i just went through a terrible breakup and i feel completely lonely and isolated or caught in a codependent relationship cycle that is destroying my individual independence or i am feeling left out ghosted and rejected by someone i deeply care about,Relational Attachment Anxiety Management (Ref: P-2055),"-> Clinical Insight: Situational loneliness in college ecosystems is a natural transitional phase, not a permanent reflection of your sociability.
-> Psychological Exercise: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.
-> Actionable Next Step: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.",1,https://university.edu/support/relationships
psychology,i am hitting a total wall with my thesis and my mind is blanking out completely or i feel like i am about to collapse from academic stress or i feel super anxious and overwhelmed by my poor grades and low gpa,GPA Evaluation Threat Reframe (Ref: P-2056),"-> Clinical Insight: High-stakes academic evaluation creates cognitive interference, temporarily lowering working memory capacity.
-> Psychological Exercise: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.
-> Actionable Next Step: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.",2,https://university.edu/support/psychology
mental_health,i am physically collapsing from stress and i cannot cope with reality anymore or having an acute panic attack and my heart is racing so fast it scares me or i am having a severe nervous breakdown and mental collapse right now,Nervous System De-escalation Protocol (Ref: P-2057),"-> Clinical Insight: A nervous breakdown or feeling of collapse is your sympathetic nervous system firing an emergency shut-down signal due to prolonged, unmanaged hyper-arousal.
-> Psychological Exercise: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.
-> Actionable Next Step: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.",2,https://university.edu/support/mental_health
relationships,dealing with extreme family friction and my parents are constantly judging me or the loneliness is driving me to a complete breakdown and i feel totally abandoned or i feel rejected by my close friends group and the distance is making me sad,Situational Isolation Intervention (Ref: P-2058),"-> Clinical Insight: Defensive posturing during an argument stems from an internal need to protect oneself from perceived emotional rejection.
-> Psychological Exercise: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.
-> Actionable Next Step: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.",2,https://university.edu/support/relationships
psychology,i cannot focus on my studies because i feel like an academic imposter who will fail or i am obsessed with my cgpa calculation and perfectionist expectations are killing me or i feel like i am about to collapse from academic stress,Academic Evaluation Anxiety (Ref: P-2059),"-> Clinical Insight: High-stakes academic evaluation creates cognitive interference, temporarily lowering working memory capacity.
-> Psychological Exercise: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.
-> Actionable Next Step: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.",2,https://university.edu/support/psychology
mental_health,brain fog is making it impossible to stay awake and i have zero energy left or i feel completely numb isolated from everyone and i keep crying for no reason or i am having a severe nervous breakdown and mental collapse right now,Chronic Burnout Energy Balancing (Ref: P-2060),"-> Clinical Insight: Chronic emotional and energetic burnout manifests when cognitive output outpaces regular restorative breaks.
-> Psychological Exercise: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.
-> Actionable Next Step: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.",2,https://university.edu/support/mental_health
relationships,had a massive toxic fight and argument with my boyfriend and he is ghosting me or misunderstanding with a friend has created a massive emotional distance between us or i just went through a terrible breakup and i feel completely lonely and isolated,Communication Disconnection Reframe (Ref: P-2061),"-> Clinical Insight: Defensive posturing during an argument stems from an internal need to protect oneself from perceived emotional rejection.
-> Psychological Exercise: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'
-> Actionable Next Step: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.",1,https://university.edu/support/relationships
psychology,scared of freezing up during my university examinations and ruining my career scores or i feel like i am about to collapse from academic stress or i am obsessed with my cgpa calculation and perfectionist expectations are killing me,Performance Anxiety Regulation (Ref: P-2062),"-> Clinical Insight: High-stakes academic evaluation creates cognitive interference, temporarily lowering working memory capacity.
-> Psychological Exercise: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.
-> Actionable Next Step: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.",2,https://university.edu/support/psychology
mental_health,i am having a severe nervous breakdown and mental collapse right now or i am at my absolute breaking point and feel like i am losing my mind or i feel deeply depressed sad unmotivated and empty inside my room,Nervous System De-escalation Protocol (Ref: P-2063),"-> Clinical Insight: Somatic hyper-arousal signals a false survival panic loop within your nervous pathways.
-> Psychological Exercise: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.
-> Actionable Next Step: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.",2,https://university.edu/support/mental_health
relationships,dealing with extreme family friction and my parents are constantly judging me or the loneliness is driving me to a complete breakdown and i feel totally abandoned or i am feeling left out ghosted and rejected by someone i deeply care about,Relational Rejection Processing (Ref: P-2064),"-> Clinical Insight: Interpersonal conflict destabilizes primary social safety nets, immediately activating attachment panic.
-> Psychological Exercise: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.
-> Actionable Next Step: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'",2,https://university.edu/support/relationships
psychology,i cannot focus on my studies because i feel like an academic imposter who will fail or i am stressed about failing this final presentation and viva tomorrow or i feel super anxious and overwhelmed by my poor grades and low gpa,Acute Academic Burnout Collapse (Ref: P-2065),"-> Clinical Insight: Perceived academic failure activates catastrophic thinking loops regarding long-term career viability.
-> Psychological Exercise: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.
-> Actionable Next Step: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.",1,https://university.edu/support/psychology
mental_health,i feel deeply depressed sad unmotivated and empty inside my room or i am at my absolute breaking point and feel like i am losing my mind or everything is spinning and i feel completely detached from my physical body,Nervous System De-escalation Protocol (Ref: P-2066),"-> Clinical Insight: A nervous breakdown or feeling of collapse is your sympathetic nervous system firing an emergency shut-down signal due to prolonged, unmanaged hyper-arousal.
-> Psychological Exercise: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.
-> Actionable Next Step: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.",2,https://university.edu/support/mental_health
relationships,i feel rejected by my close friends group and the distance is making me sad or i am feeling left out ghosted and rejected by someone i deeply care about or caught in a codependent relationship cycle that is destroying my individual independence,Communication Disconnection Reframe (Ref: P-2067),"-> Clinical Insight: Situational loneliness in college ecosystems is a natural transitional phase, not a permanent reflection of your sociability.
-> Psychological Exercise: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.
-> Actionable Next Step: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.",1,https://university.edu/support/relationships
psychology,i am having a complete nervous breakdown over school work or i feel super anxious and overwhelmed by my poor grades and low gpa or scared of freezing up during my university examinations and ruining my career scores,GPA Evaluation Threat Reframe (Ref: P-2068),"-> Clinical Insight: Perceived academic failure activates catastrophic thinking loops regarding long-term career viability.
-> Psychological Exercise: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.
-> Actionable Next Step: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.",2,https://university.edu/support/psychology
mental_health,my chest is tight and i am hyperventilating shaking and panicking right now or i feel completely numb isolated from everyone and i keep crying for no reason or brain fog is making it impossible to stay awake and i have zero energy left,Severe Overwhelm Crisis Stabilization (Ref: P-2069),"-> Clinical Insight: Chronic emotional and energetic burnout manifests when cognitive output outpaces regular restorative breaks.
-> Psychological Exercise: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.
-> Actionable Next Step: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.",2,https://university.edu/support/mental_health
relationships,misunderstanding with a friend has created a massive emotional distance between us or i feel rejected by my close friends group and the distance is making me sad or had a massive toxic fight and argument with my boyfriend and he is ghosting me,Relational Rejection Processing (Ref: P-2070),"-> Clinical Insight: Defensive posturing during an argument stems from an internal need to protect oneself from perceived emotional rejection.
-> Psychological Exercise: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.
-> Actionable Next Step: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.",1,https://university.edu/support/relationships
psychology,i feel like i am about to collapse from academic stress or i am having a complete nervous breakdown over school work or i am hitting a total wall with my thesis and my mind is blanking out completely,Acute Academic Burnout Collapse (Ref: P-2071),"-> Clinical Insight: Tying personal human value to numerical GPA metrics triggers severe evolutionary threat responses.
-> Psychological Exercise: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.
-> Actionable Next Step: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.",2,https://university.edu/support/psychology
mental_health,i feel completely numb isolated from everyone and i keep crying for no reason or i feel completely exhausted tired and drained from chronic burnout and fatigue or brain fog is making it impossible to stay awake and i have zero energy left,Severe Overwhelm Crisis Stabilization (Ref: P-2072),"-> Clinical Insight: A nervous breakdown or feeling of collapse is your sympathetic nervous system firing an emergency shut-down signal due to prolonged, unmanaged hyper-arousal.
-> Psychological Exercise: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.
-> Actionable Next Step: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.",1,https://university.edu/support/mental_health
relationships,my girlfriend lied to me and i have severe trust issues and jealousy problems or i am feeling left out ghosted and rejected by someone i deeply care about or had a massive toxic fight and argument with my boyfriend and he is ghosting me,Relational Rejection Processing (Ref: P-2073),"-> Clinical Insight: Defensive posturing during an argument stems from an internal need to protect oneself from perceived emotional rejection.
-> Psychological Exercise: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.
-> Actionable Next Step: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.",1,https://university.edu/support/relationships
psychology,cramming for this competitive quiz ranking is causing heavy cognitive overload or scared of freezing up during my university examinations and ruining my career scores or i feel like i am about to collapse from academic stress,Acute Academic Burnout Collapse (Ref: P-2074),"-> Clinical Insight: Tying personal human value to numerical GPA metrics triggers severe evolutionary threat responses.
-> Psychological Exercise: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.
-> Actionable Next Step: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.",2,https://university.edu/support/psychology
mental_health,everything is spinning and i feel completely detached from my physical body or i am having a severe nervous breakdown and mental collapse right now or brain fog is making it impossible to stay awake and i have zero energy left,Chronic Burnout Energy Balancing (Ref: P-2075),"-> Clinical Insight: A nervous breakdown or feeling of collapse is your sympathetic nervous system firing an emergency shut-down signal due to prolonged, unmanaged hyper-arousal.
-> Psychological Exercise: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.
-> Actionable Next Step: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.",2,https://university.edu/support/mental_health
relationships,caught in a codependent relationship cycle that is destroying my individual independence or i am feeling left out ghosted and rejected by someone i deeply care about or the loneliness is driving me to a complete breakdown and i feel totally abandoned,Relational Rejection Processing (Ref: P-2076),"-> Clinical Insight: Situational loneliness in college ecosystems is a natural transitional phase, not a permanent reflection of your sociability.
-> Psychological Exercise: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.
-> Actionable Next Step: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'",2,https://university.edu/support/relationships
psychology,cramming for this competitive quiz ranking is causing heavy cognitive overload or i am stressed about failing this final presentation and viva tomorrow or i am having a complete nervous breakdown over school work,Academic Evaluation Anxiety (Ref: P-2077),"-> Clinical Insight: High-stakes academic evaluation creates cognitive interference, temporarily lowering working memory capacity.
-> Psychological Exercise: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.
-> Actionable Next Step: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.",2,https://university.edu/support/psychology
mental_health,i am at my absolute breaking point and feel like i am losing my mind or my chest is tight and i am hyperventilating shaking and panicking right now or i feel completely exhausted tired and drained from chronic burnout and fatigue,Somatic Hyper-Arousal Mitigation (Ref: P-2078),"-> Clinical Insight: A nervous breakdown or feeling of collapse is your sympathetic nervous system firing an emergency shut-down signal due to prolonged, unmanaged hyper-arousal.
-> Psychological Exercise: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.
-> Actionable Next Step: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.",2,https://university.edu/support/mental_health
relationships,my girlfriend lied to me and i have severe trust issues and jealousy problems or dealing with extreme family friction and my parents are constantly judging me or i am feeling left out ghosted and rejected by someone i deeply care about,Relational Rejection Processing (Ref: P-2079),"-> Clinical Insight: Interpersonal conflict destabilizes primary social safety nets, immediately activating attachment panic.
-> Psychological Exercise: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'
-> Actionable Next Step: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.",1,https://university.edu/support/relationships
psychology,i am having a complete nervous breakdown over school work or i cannot focus on my studies because i feel like an academic imposter who will fail or i feel like i am about to collapse from academic stress,GPA Evaluation Threat Reframe (Ref: P-2080),"-> Clinical Insight: High-stakes academic evaluation creates cognitive interference, temporarily lowering working memory capacity.
-> Psychological Exercise: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.
-> Actionable Next Step: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.",2,https://university.edu/support/psychology
mental_health,i am at my absolute breaking point and feel like i am losing my mind or i am physically collapsing from stress and i cannot cope with reality anymore or i cannot sleep at all because my mind is racing with bad nightmares and insomnia,Somatic Hyper-Arousal Mitigation (Ref: P-2081),"-> Clinical Insight: Somatic hyper-arousal signals a false survival panic loop within your nervous pathways.
-> Psychological Exercise: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.
-> Actionable Next Step: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.",2,https://university.edu/support/mental_health
relationships,caught in a codependent relationship cycle that is destroying my individual independence or dealing with extreme family friction and my parents are constantly judging me or i am feeling left out ghosted and rejected by someone i deeply care about,Situational Isolation Intervention (Ref: P-2082),"-> Clinical Insight: Interpersonal conflict destabilizes primary social safety nets, immediately activating attachment panic.
-> Psychological Exercise: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.
-> Actionable Next Step: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.",1,https://university.edu/support/relationships
psychology,scared of freezing up during my university examinations and ruining my career scores or i am having a complete nervous breakdown over school work or i cannot focus on my studies because i feel like an academic imposter who will fail,Cognitive Overload Management (Ref: P-2083),"-> Clinical Insight: Tying personal human value to numerical GPA metrics triggers severe evolutionary threat responses.
-> Psychological Exercise: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.
-> Actionable Next Step: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.",2,https://university.edu/support/psychology
mental_health,having an acute panic attack and my heart is racing so fast it scares me or i cannot sleep at all because my mind is racing with bad nightmares and insomnia or i am physically collapsing from stress and i cannot cope with reality anymore,Acute Panic Attack Somatic Override (Ref: P-2084),"-> Clinical Insight: Somatic hyper-arousal signals a false survival panic loop within your nervous pathways.
-> Psychological Exercise: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.
-> Actionable Next Step: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.",2,https://university.edu/support/mental_health
relationships,i just went through a terrible breakup and i feel completely lonely and isolated or i feel rejected by my close friends group and the distance is making me sad or i am feeling left out ghosted and rejected by someone i deeply care about,Relational Rejection Processing (Ref: P-2085),"-> Clinical Insight: Defensive posturing during an argument stems from an internal need to protect oneself from perceived emotional rejection.
-> Psychological Exercise: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.
-> Actionable Next Step: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.",1,https://university.edu/support/relationships
psychology,i am having a complete nervous breakdown over school work or i cannot focus on my studies because i feel like an academic imposter who will fail or i am completely panicking about my upcoming midterm exam,Acute Academic Burnout Collapse (Ref: P-2086),"-> Clinical Insight: Tying personal human value to numerical GPA metrics triggers severe evolutionary threat responses.
-> Psychological Exercise: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.
-> Actionable Next Step: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.",2,https://university.edu/support/psychology
mental_health,i am physically collapsing from stress and i cannot cope with reality anymore or i am at my absolute breaking point and feel like i am losing my mind or brain fog is making it impossible to stay awake and i have zero energy left,Severe Overwhelm Crisis Stabilization (Ref: P-2087),"-> Clinical Insight: Somatic hyper-arousal signals a false survival panic loop within your nervous pathways.
-> Psychological Exercise: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.
-> Actionable Next Step: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.",2,https://university.edu/support/mental_health
relationships,dealing with extreme family friction and my parents are constantly judging me or i just went through a terrible breakup and i feel completely lonely and isolated or had a massive toxic fight and argument with my boyfriend and he is ghosting me,Communication Disconnection Reframe (Ref: P-2088),"-> Clinical Insight: Interpersonal conflict destabilizes primary social safety nets, immediately activating attachment panic.
-> Psychological Exercise: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.
-> Actionable Next Step: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'",1,https://university.edu/support/relationships
psychology,scared of freezing up during my university examinations and ruining my career scores or cramming for this competitive quiz ranking is causing heavy cognitive overload or i am obsessed with my cgpa calculation and perfectionist expectations are killing me,Acute Academic Burnout Collapse (Ref: P-2089),"-> Clinical Insight: Tying personal human value to numerical GPA metrics triggers severe evolutionary threat responses.
-> Psychological Exercise: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.
-> Actionable Next Step: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.",1,https://university.edu/support/psychology
mental_health,i am having a severe nervous breakdown and mental collapse right now or i feel completely numb isolated from everyone and i keep crying for no reason or i am physically collapsing from stress and i cannot cope with reality anymore,Acute Panic Attack Somatic Override (Ref: P-2090),"-> Clinical Insight: Somatic hyper-arousal signals a false survival panic loop within your nervous pathways.
-> Psychological Exercise: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.
-> Actionable Next Step: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.",2,https://university.edu/support/mental_health
relationships,misunderstanding with a friend has created a massive emotional distance between us or i feel rejected by my close friends group and the distance is making me sad or the loneliness is driving me to a complete breakdown and i feel totally abandoned,Interpersonal Conflict Resolution (Ref: P-2091),"-> Clinical Insight: Defensive posturing during an argument stems from an internal need to protect oneself from perceived emotional rejection.
-> Psychological Exercise: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.
-> Actionable Next Step: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'",2,https://university.edu/support/relationships
psychology,i cannot focus on my studies because i feel like an academic imposter who will fail or i am having a complete nervous breakdown over school work or i feel super anxious and overwhelmed by my poor grades and low gpa,Academic Evaluation Anxiety (Ref: P-2092),"-> Clinical Insight: Tying personal human value to numerical GPA metrics triggers severe evolutionary threat responses.
-> Psychological Exercise: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.
-> Actionable Next Step: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.",2,https://university.edu/support/psychology
mental_health,i feel completely numb isolated from everyone and i keep crying for no reason or i am having a severe nervous breakdown and mental collapse right now or i am physically collapsing from stress and i cannot cope with reality anymore,Nervous System De-escalation Protocol (Ref: P-2093),"-> Clinical Insight: A nervous breakdown or feeling of collapse is your sympathetic nervous system firing an emergency shut-down signal due to prolonged, unmanaged hyper-arousal.
-> Psychological Exercise: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.
-> Actionable Next Step: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.",2,https://university.edu/support/mental_health
relationships,caught in a codependent relationship cycle that is destroying my individual independence or had a massive toxic fight and argument with my boyfriend and he is ghosting me or misunderstanding with a friend has created a massive emotional distance between us,Situational Isolation Intervention (Ref: P-2094),"-> Clinical Insight: Situational loneliness in college ecosystems is a natural transitional phase, not a permanent reflection of your sociability.
-> Psychological Exercise: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.
-> Actionable Next Step: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.",1,https://university.edu/support/relationships
psychology,i cannot focus on my studies because i feel like an academic imposter who will fail or i am obsessed with my cgpa calculation and perfectionist expectations are killing me or i feel super anxious and overwhelmed by my poor grades and low gpa,Academic Evaluation Anxiety (Ref: P-2095),"-> Clinical Insight: Tying personal human value to numerical GPA metrics triggers severe evolutionary threat responses.
-> Psychological Exercise: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.
-> Actionable Next Step: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.",1,https://university.edu/support/psychology
